Konstrukt,Construct (Translated),Variablenname,Quelle (Unipark / R),Instruktion,Instructions (translated),Fragentext,Text of question (translated),Antwortformat,Format of answer (translate),fehlende Werte (Angabe durch Proband),fehlende Werte (systemseitig),"Rekodierung in R (s. Tabellenblatt ""neu berechnet"")",Anmerkungen,Notes (translated),Änderung über Wellen hinweg,"change between waves (translated)
","Welle 1
03./04.03.","Welle 2
10./11.03.","Welle 3
17./18.03.","Welle 4
24./25.03.","Welle 5
31.03./01.04.","Welle 6
07./08.04.","Welle 7
14./15.04.","Welle 8
21./22.04.","Welle 9
28./29.04.",Welle 10,Welle 11,Welle 12,Welle 13,Welle 14,Welle 15
Vertrauen in Informations-quellen (Corona) W4,Confidence in information sources (Corona) W4,TRUST2_INFECT,Unipark,Bitte bewerten Sie nachfolgende Informationsquellen:   Wie sehr vertrauen Sie den folgenden Informationsquellen in Bezug auf die Berichtserstattung zum neuartigen Coronavirus? ,Please review the following information: How much do you trust the following information with respect to the reporting of novel coronavirus?,"Webseite ""infektionsschutz.de""","Website ""infektionsschutz.de""","1	Sehr wenig Vertrauen
2	 
3	 
4	 
5	 
6	 
7	Sehr viel Vertrauen","1 Very little confidence
2
3
4
5
6
7 Very much confidence",Keine,NA,keine,Keine,No,Nein,No,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Vertrauen in Informations-quellen (Corona) W4,Confidence in information sources (Corona) W4,TRUST2_LOCAL_HEALTH,Unipark,Bitte bewerten Sie nachfolgende Informationsquellen:   Wie sehr vertrauen Sie den folgenden Informationsquellen in Bezug auf die Berichtserstattung zum neuartigen Coronavirus? ,Please review the following information: How much do you trust the following information with respect to the reporting of novel coronavirus?,Webseite des Gesundheitsamtes Ihrer Gemeinde/ Ihres Landkreises,Website of the Health Department in your community / your county,"1	Sehr wenig Vertrauen
2	 
3	 
4	 
5	 
6	 
7	Sehr viel Vertrauen","1 Very little confidence
2
3
4
5
6
7 Very much confidence",Keine,NA,keine,Keine,No,Nein,No,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Nutzung von Informations-quellen (Corona) W4,Use of information sources (Corona) W4,USE2_DOC,Unipark,"Bitte bewerten Sie nachfolgende Informationsquellen:   Wie häufig nutzen Sie die folgenden Informationsquellen, um sich über das neuartige Coronavirus zu informieren? ",Please review the following information: How often do you use the following sources of information to find out about the novel coronavirus?,Ihr Arzt/ Ihre Ärztin,Your doctor / health care professional,"1	Nie
2	 
3	 
4	 
5	 
6	 
7	Sehr häufig","1 Never
2
3
4
5
6
7 Very common",Keine,NA,keine,Keine,No,Nein,No,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Nutzung von Informations-quellen (Corona) W4,Use of information sources (Corona) W4,USE2_CARE,Unipark,"Bitte bewerten Sie nachfolgende Informationsquellen:   Wie häufig nutzen Sie die folgenden Informationsquellen, um sich über das neuartige Coronavirus zu informieren? ",Please review the following information: How often do you use the following sources of information to find out about the novel coronavirus?,Pflegedienst,nursing,"1	Nie
2	 
3	 
4	 
5	 
6	 
7	Sehr häufig","1 Never
2
3
4
5
6
7 Very common",Keine,NA,keine,Keine,No,Nein,No,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Nutzung von Informations-quellen (Corona) W4,Use of information sources (Corona) W4,USE2_BMG,Unipark,"Bitte bewerten Sie nachfolgende Informationsquellen:   Wie häufig nutzen Sie die folgenden Informationsquellen, um sich über das neuartige Coronavirus zu informieren? ",Please review the following information: How often do you use the following sources of information to find out about the novel coronavirus?,Webseite des Bundesgesundheitsministeriums (BMG),Website of the Federal Ministry of Health (BMG),"1	Nie
2	 
3	 
4	 
5	 
6	 
7	Sehr häufig","1 Never
2
3
4
5
6
7 Very common",Keine,NA,keine,Keine,No,Nein,No,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Nutzung von Informations-quellen (Corona) W4,Use of information sources (Corona) W4,USE2_BZGA,Unipark,"Bitte bewerten Sie nachfolgende Informationsquellen:   Wie häufig nutzen Sie die folgenden Informationsquellen, um sich über das neuartige Coronavirus zu informieren? ",Please review the following information: How often do you use the following sources of information to find out about the novel coronavirus?,Webseite der BZgA (Bundeszentrale für gesundheitliche Aufklärung),Website BZgA (Federal Center for Health Education),"1	Nie
2	 
3	 
4	 
5	 
6	 
7	Sehr häufig","1 Never
2
3
4
5
6
7 Very common",Keine,NA,keine,Keine,No,Nein,No,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Nutzung von Informations-quellen (Corona) W4,Use of information sources (Corona) W4,USE2_RKI,Unipark,"Bitte bewerten Sie nachfolgende Informationsquellen:   Wie häufig nutzen Sie die folgenden Informationsquellen, um sich über das neuartige Coronavirus zu informieren? ",Please review the following information: How often do you use the following sources of information to find out about the novel coronavirus?,Webseite des RKI (Robert-Koch-Insitut),Website of the RKI (Robert Koch Institute),"1	Nie
2	 
3	 
4	 
5	 
6	 
7	Sehr häufig","1 Never
2
3
4
5
6
7 Very common",Keine,NA,keine,Keine,No,Nein,No,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Nutzung von Informations-quellen (Corona) W4,Use of information sources (Corona) W4,USE2_INFECT,Unipark,"Bitte bewerten Sie nachfolgende Informationsquellen:   Wie häufig nutzen Sie die folgenden Informationsquellen, um sich über das neuartige Coronavirus zu informieren? ",Please review the following information: How often do you use the following sources of information to find out about the novel coronavirus?,"Webseite ""infektionsschutz.de""","Website ""infektionsschutz.de""","1	Nie
2	 
3	 
4	 
5	 
6	 
7	Sehr häufig","1 Never
2
3
4
5
6
7 Very common",Keine,NA,keine,Keine,No,Nein,No,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Nutzung von Informations-quellen (Corona) W4,Use of information sources (Corona) W4,USE2_LOCAL_HEALTH,Unipark,"Bitte bewerten Sie nachfolgende Informationsquellen:   Wie häufig nutzen Sie die folgenden Informationsquellen, um sich über das neuartige Coronavirus zu informieren? ",Please review the following information: How often do you use the following sources of information to find out about the novel coronavirus?,Webseite des Gesundheitsamtes Ihrer Gemeinde/ Ihres Landkreises,Website of the Health Department in your community / your county,"1	Nie
2	 
3	 
4	 
5	 
6	 
7	Sehr häufig","1 Never
2
3
4
5
6
7 Very common",Keine,NA,keine,Keine,No,Nein,No,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Policies,Policies,POL_QUAR_GERMANS,Unipark,Bitte geben Sie nun Ihre Meinung zu den folgenden Aussagen an. ,Now please give your opinion on the following statements.,"Deutsche, die Ausbruchgebiete des neuartigen Coronavirus besucht haben, sollten unter Quarantäne gestellt werden.",The outbreak areas of the novel coronavirus have visited German should be quarantined.,"1	Stimme überhaupt nicht zu
2	 
3	 
4	 
5	 
6	 
7	Stimme voll und ganz zu","1 strongly disagree to
2
3
4
5
6
7 Totally agree to",Keine,NA,keine,Keine,No,Nein,No,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Policies,Policies,POL_QUAR_OTHER,Unipark,Bitte geben Sie nun Ihre Meinung zu den folgenden Aussagen an. ,Now please give your opinion on the following statements.,"Menschen, die aus Ländern kommen, in denen es Coronavirus-Fälle gegeben hat, sollten unter Quarantäne gestellt werden, unabhängig davon, ob sie krank sind oder nicht.","People who come from countries where there has been coronavirus cases should be quarantined, regardless of whether they are sick or not.","1	Stimme überhaupt nicht zu
2	 
3	 
4	 
5	 
6	 
7	Stimme voll und ganz zu","1 strongly disagree to
2
3
4
5
6
7 Totally agree to",Keine,NA,keine,Keine,No,Nein,No,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Policies,Policies,POL_QUAR_TOURISTS,Unipark,Bitte geben Sie nun Ihre Meinung zu den folgenden Aussagen an. ,Now please give your opinion on the following statements.,"Touristen, die aus Ländern kommen, in denen es Coronavirus-Fälle gegeben hat, sollten unter Quarantäne gestellt werden.",Tourists who come from countries where there has been coronavirus cases should be quarantined.,"1	Stimme überhaupt nicht zu
2	 
3	 
4	 
5	 
6	 
7	Stimme voll und ganz zu","1 strongly disagree to
2
3
4
5
6
7 Totally agree to",Keine,NA,keine,Keine,No,Nein,No,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Policies,Policies,POL_DISCRIM,Unipark,Bitte geben Sie nun Ihre Meinung zu den folgenden Aussagen an. ,Now please give your opinion on the following statements.,"Im Falle eines Ausbruchs ist es angemessen, eine bestimmte Personengruppe (z.B. Chinesen, Italiener) aufgrund ihres Herkunftslandes vorübergehend zu diskriminieren.","In the event of an outbreak, it is appropriate to discriminate against a particular group of people temporarily (for example, Chinese, Italian), because of their country of origin.","1	Stimme überhaupt nicht zu
2	 
3	 
4	 
5	 
6	 
7	Stimme voll und ganz zu","1 strongly disagree to
2
3
4
5
6
7 Totally agree to",Keine,NA,keine,Keine,No,Nein,No,Ja,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Policies,Policies,POL_EVENTS,Unipark,Bitte geben Sie nun Ihre Meinung zu den folgenden Aussagen an. ,Now please give your opinion on the following statements.,Vorsorglich sollten Großveranstaltungen von den Veranstaltern abgesagt werden.,Precaution major events should be canceled by the organizers.,"1	Stimme überhaupt nicht zu
2	 
3	 
4	 
5	 
6	 
7	Stimme voll und ganz zu","1 strongly disagree to
2
3
4
5
6
7 Totally agree to",Keine,NA,keine,Keine,No,Nein,No,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Policies,Policies,POL_LOCAL_SCHOOL,Unipark,Bitte geben Sie nun Ihre Meinung zu den folgenden Aussagen an. ,Now please give your opinion on the following statements.,Betroffene Gemeinschaftseinrichtungen wie Schulen oder Kindergärten sollten geschlossen werden.,Affected community facilities such as schools and kindergartens should be closed.,"1	Stimme überhaupt nicht zu
2	 
3	 
4	 
5	 
6	 
7	Stimme voll und ganz zu","1 strongly disagree to
2
3
4
5
6
7 Totally agree to",Keine,NA,keine,Keine,No,Nein,No,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Policies,Policies,POL_LOCAL_EVENT,Unipark,Bitte geben Sie nun Ihre Meinung zu den folgenden Aussagen an. ,Now please give your opinion on the following statements.,In Risikogebieten sollten Großveranstaltungen von den Veranstaltern abgesagt werden.,In risk areas major events should be canceled by the organizers.,"1	Stimme überhaupt nicht zu
2	 
3	 
4	 
5	 
6	 
7	Stimme voll und ganz zu","1 strongly disagree to
2
3
4
5
6
7 Totally agree to",Keine,NA,keine,Keine,No,Nein,No,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Policies,Policies,POL_APP_CONTACT,Unipark,Bitte geben Sie nun Ihre Meinung zu den folgenden Aussagen an. ,Now please give your opinion on the following statements.,"Ich würde eine Handy-App benutzen, die mir automatisch mitteilt: Sie hatten möglicherweise Kontakt zu einem Infizierten.",I would use a mobile app that tells me automatically: You may have had contact with an infected person.,"1	Stimme überhaupt nicht zu
2	 
3	 
4	 
5	 
6	 
7	Stimme voll und ganz zu","1 strongly disagree to
2
3
4
5
6
7 Totally agree to",Keine,"NA
-77
",keine,Frage erst während der laufenden Welle 1 hinzugefügt (fehlende Werte: -77),Question only during the current wave 1 added (missing values: -77),Nein,No,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Policies,Policies,POL_APP_DATA,Unipark,Bitte geben Sie nun Ihre Meinung zu den folgenden Aussagen an. ,Now please give your opinion on the following statements.,"Handydaten sollten von den Behörden ohne Einwilligung der Nutzer dafür verwendet werden können, Kontakte von Infizierten zu ermitteln.",Mobile data should be able to be used without consent of the users for the authorities to identify contacts of infected people.,"1	Stimme überhaupt nicht zu
2	 
3	 
4	 
5	 
6	 
7	Stimme voll und ganz zu","1 strongly disagree to
2
3
4
5
6
7 Totally agree to",Keine,"NA
-77
",keine,Frage erst während der laufenden Welle 1 hinzugefügt (fehlende Werte: -77),Question only during the current wave 1 added (missing values: -77),Nein,No,Ja,Nein,Nein,Nein,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Policies,Policies,POL_ALL_EVENTS,Unipark,Bitte geben Sie nun Ihre Meinung zu den folgenden Aussagen an. ,Now please give your opinion on the following statements.,Vorsorglich sollten alle Großveranstaltungen verboten werden.,"As a precaution, all major events should be banned.","1	Stimme überhaupt nicht zu
2	 
3	 
4	 
5	 
6	 
7	Stimme voll und ganz zu","1 strongly disagree to
2
3
4
5
6
7 Totally agree to",Keine,NA,keine,Keine,No,Nein,No,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Policies,Policies,POL_BORDER,Unipark,Bitte geben Sie nun Ihre Meinung zu den folgenden Aussagen an. ,Now please give your opinion on the following statements.,Deutschland sollte alle Grenzen zu den Nachbarländern schließen.,Germany should close all the borders to neighboring countries.,"1	Stimme überhaupt nicht zu
2	 
3	 
4	 
5	 
6	 
7	Stimme voll und ganz zu","1 strongly disagree to
2
3
4
5
6
7 Totally agree to",Keine,NA,keine,Keine,No,Nein,No,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Policies,Policies,POL_NORM,Unipark,Bitte geben Sie nun Ihre Meinung zu den folgenden Aussagen an. ,Now please give your opinion on the following statements.,"Wir alle sollten jetzt auf andere einwirken, dass sie sich an die erforderlichen neuen Verhaltensregeln halten, z.B. im Supermarkt Abstand halten.","We all should now act on others that they comply with the required new rules of conduct, for example, keep the supermarket distance.","1	Stimme überhaupt nicht zu
2	 
3	 
4	 
5	 
6	 
7	Stimme voll und ganz zu","1 strongly disagree to
2
3
4
5
6
7 Totally agree to",Keine,NA,keine,Keine,No,Nein,No,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Ängste,fears,WORRY_SCHOOL,Unipark,"Krisen sind oft mit Ängsten und Sorgen verbunden. Bitte beantworten Sie nachfolgende Fragen.Aufgrund der jetzigen Corona-Situation, wie viele Sorgen machen Sie sich, dass ... ",Crises are often accompanied with fears and worries. Please answer the following Fragen.Aufgrund the current corona situation as many worries you do that ...,Schulen schließen?,close schools?,"1	Sehr wenig Sorgen
2	 
3	 
4	 
5	 
6	 
7	Sehr viele Sorgen","1 Very little worries
2
3
4
5
6
7 Very worried",Keine,NA,keine,Keine,No,Nein,No,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
Schulschließung,school closure,"SCHOOL_SELF
SCHOOL_GRANDPARENTS
SCHOOL_FRIENDS
SCHOOL_CHILDREN
SCHOOL_EMERGENCY
SCHOOL_OTHER
SCHOOL_NO1
SCHOOL_NO2",Unipark,keine,no,In vielen Kreisen und kreisfreien Städten wurden Kindergärten und Schulen geschlossen.Falls die Einrichtung Ihres Kind oder eines Ihrer Kinder auch davon betroffen ist: Wie wird Ihr Kind bzw. Ihre Kinder betreut?,In many counties and towns kindergartens and schools were geschlossen.Falls setting up your child or one of your children is also affected: How will look after your child or your children?,"SCHOOL_SELF			Ich und / oder mein/e Partner/in bleiben Zuhause
SCHOOL_GRANDPARENTS	Die Großeltern der Kinder unterstützen bei der Kinderbetreuung
SCHOOL_FRIENDS			Freunde / Bekannte unterstützen bei der Kinderbetreuung
SCHOOL_CHILDREN		Meine Kinder passen auf sich selbst auf
SCHOOL_EMERGENCY		Ich nutze die Notfallbetreuung
SCHOOL_NO1			Die Einrichtung (Kindergarten, Schule) wurde noch nicht geschlossen.
SCHOOL_NO2			Mein Kind geht in keine Einrichtung (Kindergarten, Schule).

	0	not quoted
	1	quoted

SCHOOL_OTHER			Andere, und zwar (Freitext)","SCHOOL_SELF I and / or my / e Partner / in stay at home
SCHOOL_GRANDPARENTS The grandparents of the children help with childcare
support SCHOOL_FRIENDS friends / acquaintances with childcare
SCHOOL_CHILDREN My kids match themselves to
SCHOOL_EMERGENCY I use the emergency care
SCHOOL_NO1 The institution (kindergarten, school) has not yet closed.
SCHOOL_NO2 My child goes (kindergarten, school) in any institution.

0 not quoted
1 quoted

SCHOOL_OTHER Other, please specify (free text)",Keine,"NA
-77
SCHOOL_OTHER: -66, -99",keine,die Antwortoptionen SCHOOL_NO1 und SCHOOL_NO2 sind exklusiv,the answer options SCHOOL_NO1 and SCHOOL_NO2 are exclusive,Nein,No,Nein,Nein,Ja,Ja,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
BZgA - Sorge Bevölkerungsgruppe,BZgA - care population,"GROUP_SINGLE_PARENT
GROUP_SINGLE
GROUP_FAMILY
GROUP_SELF_EMPLOYED
GROUP_SENIOR
GROUP_MIGRANT
GROUP_CHRONIC
GROUP_OTHER
GROUP_OTHER_TXT",Unipark,keine,no,Welche Bevölkerungsgruppen trifft die Corona-Krise aus Ihrer Sicht in sozialer Hinsicht am meisten? ,"Which populations makes the corona crisis in your view, in social terms, the most?","GROUP_SINGLE_PARENT		Alleinerziehende
GROUP_SINGLE		Singles und Alleinlebende
GROUP_FAMILY		Familien mit kleinen Kindern
GROUP_SELF_EMPLOYED	Selbständige und Freiberufler, die ihren Beruf zur Zeit nicht ausüben können
GROUP_SENIOR		Ältere Menschen
GROUP_MIGRANT 	Menschen mit geringen Deutschkenntnissen
GROUP_CHRONIC		Chronisch Kranke
GROUP_OTHER		Andere. Bitte angeben...
	0	not quoted
	1	quoted
GROUP_OTHER_TXT	Andere. Bitte angeben... (Freitext)","GROUP_SINGLE_PARENT single parents
GROUP_SINGLE Singles and living alone
GROUP_FAMILY families with young children
GROUP_SELF_EMPLOYED freelancers who can not practice their profession at the time
GROUP_SENIOR Older people
GROUP_MIGRANT people with little knowledge of German
GROUP_CHRONIC chronically ill
Other GROUP_OTHER. Please specify...
0 not quoted
1 quoted
Other GROUP_OTHER_TXT. Please tell us ... (free text)",Keine,NA,keine,Keine,No,Nein,No,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
BZgA - Sorge Bevölkerungsgruppe,BZgA - care population,GROUP_NOTE,Unipark,keine,no,Wie äußern sich Ihrer Meinung nach diese Auswikungen? ,How do you think this comment after Auswikungen?,Freitext,free text,Keine,"NA
-66",keine,Keine,No,Nein,No,Nein,Nein,Nein,Ja,Nein,Nein,Nein,Nein,Nein,tba,tba,tba,tba,tba,tba
